YOR224C	YJL140W
YOR124C	YOR138C
YOR179C	YKL018W
YLR231C	YKL182W
YLR385C	YAL011W
YPL001W	YBL007C
YGL070C	YPR187W
YJL138C	YMR083W
YER147C	YBR010W
YDR533C	YBL046W
YBR247C	YBL002W
YJL098W	YDL199C
YPR090W	YNL209W
YER162C	YBL003C
YGL120C	YMR229C
YHR118C	YDR174W
YDR427W	YKL145W
YOL059W	YLR109W
YKL072W	YDR099W
YJL050W	YDR381W
YOR210W	YER179W
YJL047C	YBL003C
YDR478W	YOR075W
YJL159W	YJL008C
YLR330W	YGR116W
YNR024W	YNL232W
YDR362C	YDR087C
YIL070C	YDR347W
YDR440W	YCR009C
YML062C	YPR160W
YDR363W-A	YDL134C
YDL111C	YNL232W
YER155C	YDR028C
YHR118C	YLL004W
YMR149W	YIL108W
YGR198W	YDR388W
YER035W	YNL132W
YDR289C	YCR042C
YHR205W	YGL105W
YDR207C	YIL084C
YPR175W	YLR150W
YDR515W	YKL173W
YLL060C	YBR011C
YDR049W	YKL204W
YIL017C	YBR105C
YLL050C	YNL138W
YCR047C	YBR049C
YPL004C	YNL209W
YER164W	YNL004W
YDR311W	YDR460W
YDL182W	YGL014W
YBR055C	YGR074W
YPR101W	YPL151C
YCR077C	YER146W
YJR119C	YBL021C
YNL164C	YLR014C
YDR502C	YLR427W
YER091C	YMR295C
YER164W	YGL207W
YBR103W	YLR347C
YOR210W	YJL140W
YBL058W	YDR283C
YMR223W	YPL047W
YNL308C	YCL059C
YER070W	YDR388W
YGL133W	YCL032W
YCL011C	YDR381W
YLR355C	YPL225W
YPR161C	YER151C
YPL001W	YKR035W-A
YDL055C	YHR087W
YOR123C	YIL035C
YDR334W	YJL081C
YDR171W	YJR148W
YDR207C	YKR048C
YMR282C	YDR385W
YER095W	YBR236C
YCR077C	YDL160C
YLR381W	YBR107C
YOR341W	YPR010C
YGL048C	YBR080C
YLR398C	YHR216W
YEL048C	YPR110C
YBL045C	YLR454W
YDR054C	YPL033C
YKL018W	YHR209W
YDL031W	YGL245W
YMR070W	YBL002W
YML011C	YKL191W
YNL102W	YPL216W
YLR189C	YHR121W
YOL057W	YCR032W
YBR009C	YKR048C
YBR225W	YGL197W
YMR144W	YGR142W
YDL042C	YOR210W
YJL033W	YHL034C
YOR299W	YJR009C
YDR363W-A	YAR007C
YOL051W	YOR174W
YJL168C	YEL026W
YDL112W	YGR103W
YML041C	YDR485C
YLR022C	YPL009C
YBL021C	YOR358W
YMR229C	YDR129C
YKL126W	YER124C
YMR075W	YBL002W
YGR165W	YBR146W
YNL262W	YEL030W
YKR059W	YJL138C
YOR374W	YGL122C
YDR440W	YDL014W
YER172C	YFR031C
YER172C	YOL069W
YGL070C	YJR094W-A
YJL033W	YDR420W
YER021W	YNL049C
YLR027C	YMR083W
YJR148W	YLR418C
YLR144C	YLR429W
YDL105W	YPL217C
YLR386W	YDL002C
YDR365C	YDR152W
YMR304W	YDR293C
YPR161C	YNL113W
YNR051C	YER172C
YDR392W	YML034W
YML025C	YPL173W
YPR161C	YNL185C
YGL227W	YGR126W
YNL287W	YDR132C
YBR058C	YPL085W
YEL037C	YDR363W-A
YER172C	YOR159C
YBR010W	YOL054W
YAL007C	YNL121C
YLR052W	YGL150C
YNL072W	YNL254C
YGR063C	YGR061C
YKL210W	YNL246W
YDR388W	YER125W
YOL090W	YCR028C-A
YIR001C	YDL014W
YIR007W	YER043C
YBR058C	YPR042C
YOR310C	YGR015C
YDR129C	YGR170W
YML034W	YKR081C
YOR158W	YNL306W
YLR058C	YOL081W
YHR027C	YER041W
YBL032W	YNL238W
YDR288W	YEL019C
YNL059C	YPL235W
YHR196W	YDR381W
YGR097W	YDR429C
YAL007C	YDR519W
YAL051W	YPR169W
YJL109C	YLR150W
YMR078C	YHR191C
YER092W	YLR052W
YJL157C	YPR115W
YJL168C	YNL189W
YIL021W	YFL048C
YDL216C	YIL036W
YPL001W	YDR191W
YJR014W	YLR266C
YAR007C	YOR355W
YEL018W	YHR099W
YDR507C	YKR048C
YLR175W	YNR051C
YBL003C	YKR048C
YGR262C	YKL104C
YOR057W	YDL048C
YGL035C	YAR010C
YIL076W	YDR429C
YAL007C	YGR231C
YLR435W	YDR174W
YPR161C	YLR002C
YDR124W	YIL093C
YGR135W	YIL105C
YMR186W	YEL023C
YPL220W	YLR075W
YIL035C	YOR061W
YBR087W	YJR068W
YKL160W	YLR219W
YFL018C	YDR148C
YLR069C	YFR053C
YOL117W	YDR023W
YDR398W	YCR087C-A
YDL042C	YDR227W
YFR010W	YOR259C
YIL156W	YIR003W
YDR293C	YJL098W
YER172C	YLR147C
YDR363W-A	YBR034C
YER162C	YPR190C
YNL186W	YMR221C
YDR330W	YGL245W
YER035W	YLR150W
YDR510W	YOR355W
YLR203C	YPL004C
YGL122C	YLR075W
YJL168C	YDR381W
YIL070C	YDR175C
YDR099W	YDR304C
YER161C	YEL056W
YIL071C	YDR328C
YOR132W	YOR207C
YPL090C	YNL037C
YOR191W	YML062C
YNL267W	YDR099W
YBR119W	YMR300C
YNL224C	YDR388W
YDR264C	YDR159W
YDL070W	YBL003C
YIL135C	YOR043W
YDR363W	YPL216W
YAL051W	YKL172W
YDR362C	YDR381W
YPL207W	YDR341C
YDL182W	YLR150W
YOR206W	YLR150W
YLR210W	YBR160W
YIR022W	YLR314C
YML056C	YNL053W
YBR288C	YGR261C
YPL090C	YBL067C
YGR180C	YMR229C
YPR161C	YPL004C
YBR248C	YBR198C
YNL281W	YMR186W
YGR071C	YHR121W
YNL288W	YCR093W
YOL016C	YBR109C
YBL091C	YDR388W
YHL004W	YJL130C
YGL120C	YGL207W
YGR232W	YOR261C
YER131W	YIL070C
YHR090C	YJR082C
YOR124C	YGR240C
YLR175W	YOR191W
YOR210W	YPR010C
YCL011C	YHR167W
YDL084W	YLR384C
YAL051W	YPL146C
YML046W	YIL061C
YBR127C	YHR039C-B
YER172C	YEL034W
YHR066W	YDL014W
YDL042C	YNL151C
YDL060W	YNL308C
YPL032C	YML105C
YMR260C	YNR050C
YDR054C	YJR126C
YOR241W	YCR009C
YDR101C	YDL148C
YER021W	YDR379W
YAL021C	YDL053C
YGL058W	YDL074C
YFR004W	YFR052W
YPL211W	YMR034C
YDR365C	YDR227W
YJR043C	YDR388W
YOR374W	YDR087C
YDR190C	YGR002C
YEL044W	YNL059C
YPL146C	YKL172W
YEL055C	YPL093W
YAL011W	YDR174W
YGL227W	YBL003C
YOL021C	YCL061C
YDL201W	YDR165W
YPL239W	YLR150W
YOR123C	YML056C
YNL288W	YBR012W-A
YKL126W	YDR129C
YPL090C	YHR064C
YER179W	YDR369C
YNL248C	YEL034W
YPR162C	YPL146C
YER147C	YDR180W
YJR122W	YHR064C
YDR272W	YML028W
YJR032W	YPL179W
YNL136W	YNL189W
YKL075C	YKR081C
YPR045C	YNL308C
YDL042C	YOR124C
YPR161C	YPL146C
YPR101W	YKL173W
YHR090C	YPR080W
YBR010W	YOR172W
YNL031C	YOR061W
YGR220C	YNL284C
YDR054C	YDR328C
YFL008W	YJL074C
YBL097W	YLR272C
YDL181W	YOR159C
YDR385W	YIL070C
YDR385W	YJR046W
YIL050W	YGL050W
YKL035W	YPR144C
YEL037C	YDL029W
YER129W	YGL115W
YBR079C	YDR104C
YLR435W	YDR381W
YCR035C	YNL232W
YGR047C	YDR388W
YKL018W	YHR029C
YOR136W	YPL058C
YDR507C	YJR076C
YJR022W	YIL008W
YLR315W	YDR383C
YOR056C	YDL014W
YBR060C	YLL004W
YCR060W	YDR381W
YBL032W	YCR028C-A
YER147C	YBL003C
YEL018W	YBL003C
YNL250W	YLR249W
YLR175W	YOR316C
YOR039W	YOR061W
YBR247C	YIL150C
YMR186W	YBR169C
YOL021C	YBL079W
YKL173W	YIL035C
YKL210W	YMR319C
YKL028W	YLR185W
YJR119C	YMR072W
YOR172W	YEL026W
YEL019C	YOL034W
YFR024C	YOR042W
YDL134C	YOR198C
YDR225W	YDR075W
YML017W	YAR010C
YML114C	YLR345W
YDR234W	YLL026W
YBR127C	YPR036W
YKL010C	YBR072W
YJR032W	YMR186W
YGR156W	YGL014W
YMR044W	YLR095C
YNL262W	YPR067W
YJL115W	YOR061W
YDL074C	YDR174W
YLR455W	YKR081C
YOR039W	YMR162C
YML093W	YIL104C
YDR363W-A	YNL087W
YPR041W	YMR146C
YNR003C	YNL151C
YEL001C	YDR174W
YJR010C-A	YER162C
YGL070C	YAL062W
YJL087C	YLR134W
YLR096W	YDR474C
YIL051C	YDR018C
YAL011W	YDR227W
YIL156W	YGL081W
YGL212W	YGR138C
YKL127W	YDR388W
YIL108W	YML105C
YDL182W	YPL096W
YPL016W	YGR275W
YKL126W	YNL106C
YJR093C	YKL059C
YDR179C	YDL147W
YOL115W	YER166W
YPL146C	YLR150W
YDL007W	YDR394W
YBR087W	YOR217W
YBR058C	YGR116W
YDR207C	YDR381W
YMR223W	YGL112C
YJR010C-A	YCR028C-A
YER086W	YLR249W
YOR279C	YLR117C
YGR081C	YHL039W
YDR054C	YOR320C
YJL197W	YGL121C
YFL013C	YMR309C
YER070W	YJR152W
YIL143C	YBL105C
YPL047W	YBR009C
YDR129C	YBR253W
YOR023C	YCL010C
YCR086W	YLL029W
YBR194W	YPR152C
YGR061C	YLR343W
YDR234W	YKL054C
YDL139C	YDR172W
YMR288W	YPR074C
YHR193C	YPL249C-A
YGR250C	YDL151C
YJR113C	YGL129C
YKL018W	YAL029C
YPL037C	YDL014W
YKL113C	YLR432W
YBR126C	YCL040W
YMR186W	YLR418C
YLR212C	YPR133C
YNR051C	YCL011C
YGR155W	YML076C
YJL125C	YER030W
YBR127C	YDR202C
YKL018W	YDR381W
YOR310C	YCL040W
YJR041C	YLR347C
YBR267W	YJL076W
YJL115W	YNL113W
YDL155W	YLR079W
YDL097C	YLR278C
YKL078W	YNL186W
YGR063C	YML010W
YLR244C	YPL213W
YBR009C	YLR150W
YNL153C	YLR454W
YGR103W	YOR061W
YKR081C	YKL201C
YGL207W	YML069W
YLL060C	YOR074C
YDR168W	YJR076C
YNR034W	YDR028C
YPR144C	YIL149C
YGL244W	YBR011C
YJL033W	YDR385W
YDR346C	YOR140W
YBR247C	YDR381W
YLR305C	YNL281W
YFR034C	YNL015W
YER021W	YDR052C
YER021W	YLR338W
YJL115W	YIL121W
YGR103W	YAL001C
YJL115W	YBL008W
YER086W	YBR196C
YJR140C	YBR215W
YDR234W	YNL209W
YFR040W	YFR021W
YOL068C	YDL151C
YFL013C	YAR010C
YDL240W	YPL009C
YDR272W	YLR043C
YKL117W	YGL140C
YER112W	YPR178W
YLR199C	YLR249W
YER070W	YMR163C
YGR091W	YPR178W
YNL262W	YIL148W
YBL074C	YDL148C
YLR435W	YOR310C
YER081W	YLL005C
YDR234W	YGR162W
YDR225W	YOL054W
YGR155W	YBR127C
YIL071C	YOL117W
YLR002C	YER002W
YMR223W	YGL215W
YER162C	YOL077C
YBR055C	YDR473C
YEL047C	YLR058C
YAL016W	YDL080C
YPL240C	YGR123C
YER070W	YGR238C
YCR008W	YKR081C
YGL105W	YNR013C
YDR385W	YHR030C
YGL232W	YPL212C
YDR060W	YKR024C
YDR060W	YMR290C
YDL078C	YOR207C
YBL023C	YER062C
YBR009C	YOL031C
YNL030W	YGL207W
YHL014C	YOR133W
YER148W	YJL123C
YGR262C	YNL254C
YBR058C	YBR234C
YNR053C	YIL094C
YMR186W	YER030W
YOL111C	YHR047C
YLR429W	YDR188W
YGR158C	YOR001W
YDR370C	YJR031C
YEL023C	YCL014W
YBL103C	YBL002W
YDL053C	YGL014W
YNL045W	YGL013C
YDR111C	YEL030W
YLR218C	YGR033C
YAL021C	YEL026W
YMR282C	YPR108W
YBL032W	YBR017C
YLR170C	YPR029C
YFL013C	YJL034W
YGL227W	YBR072W
YGL112C	YMR236W
YBR010W	YDR176W
YNL031C	YDR171W
YDR419W	YDR477W
YOL034W	YDL215C
YDR224C	YOL012C
YLR192C	YBL079W
YLR435W	YOR128C
YNL045W	YDR388W
YDR108W	YIL078W
YCL040W	YPL217C
YOR157C	YMR028W
YDR146C	YBL003C
YOR236W	YKL007W
YDL100C	YJR140C
YDR482C	YPL151C
YPR173C	YHR121W
YNL312W	YDL134C
YLR262C	YKR001C
YKR072C	YJR131W
YBL039C	YMR205C
YGR104C	YEL056W
YDR172W	YHR205W
YDL060W	YKR081C
YNL175C	YJL129C
YIL148W	YHL008C
YDR254W	YNR062C
YNL088W	YHR193C
YOR305W	YEL023C
YER021W	YJL207C
YDR172W	YLR005W
YOR168W	YNL019C
YHR114W	YBR136W
YML010W	YOR061W
YKL195W	YJL154C
YDR168W	YHR107C
YNL041C	YGR103W
YDR283C	YML010W
YDL111C	YFR019W
YER070W	YDR166C
YFL010C	YMR145C
YBR009C	YFL013C
YDR364C	YPL178W
YKR079C	YDL245C
YDL147W	YCR032W
YLR452C	YNL327W
YJR032W	YLR314C
YDR363W-A	YAL019W
YHR127W	YDR381W
YBR119W	YJL207C
YML056C	YHR216W
YDL092W	YKL122C
YPR045C	YOR206W
YER164W	YCL011C
YNL088W	YOR039W
YJL021C	YML106W
YBL003C	YCL011C
YKL035W	YDL153C
YDR457W	YER149C
YGL087C	YMR140W
YLR002C	YNL061W
YDR172W	YDL224C
YMR049C	YDL056W
YGL058W	YDR099W
YFR010W	YPR108W
YGR206W	YCL008C
YDR234W	YBR109C
YJL109C	YBL075C
YMR304W	YBR058C
YGL173C	YDR378C
YGL105W	YKL050C
YIL035C	YPL078C
YOR340C	YPR010C
YMR240C	YGR074W
YOR279C	YDR416W
YJL138C	YMR196W
YML109W	YGL190C
YER092W	YBL003C
YOL012C	YER030W
YNR053C	YDL081C
YPL059W	YAL044W-A
YML010W	YDR404C
YFL013C	YDR099W
YGR090W	YLR150W
YPR046W	YBL023C
YPL160W	YER166W
YOR117W	YDR394W
YML060W	YLR347C
YHR066W	YNL175C
YNL248C	YPR187W
YLR027C	YDR166C
YER177W	YNR047W
YNR003C	YPR187W
YGR104C	YMR080C
YOL068C	YNL079C
YDL147W	YFR004W
YPR045C	YDL013W
YIL063C	YIL035C
YPR161C	YDR117C
YNR016C	YJL099W
YGR124W	YER172C
YGR124W	YNL202W
YBR009C	YMR044W
YPL047W	YPR047W
YIL156W	YGL022W
YOR191W	YLR347C
YMR180C	YGL106W
YDR385W	YDR166C
YDR347W	YHL004W
YCR043C	YCL016C
YOL109W	YER110C
YDL013W	YER116C
YFR044C	YHR023W
YER035W	YHR052W
YOR144C	YBR169C
YDR347W	YGL129C
YNL250W	YML028W
YER177W	YIR003W
YPR045C	YOL077C
YMR186W	YGL245W
YML098W	YER148W
YDR365C	YNL308C
YDR272W	YJR104C
YPL207W	YLR380W
YKL018W	YIL147C
YFR021W	YDL003W
YEL018W	YJL081C
YNL102W	YJR009C
YPR172W	YML105C
YER049W	YLR429W
YLR079W	YPR179C
YLR022C	YBL086C
YNL209W	YAL047C
YIL103W	YCL035C
YKL191W	YCL014W
YPL090C	YNR030W
YOR117W	YDL132W
YGL150C	YKR059W
YMR282C	YDR388W
YDR054C	YGL008C
YML065W	YDL014W
YIR012W	YDR427W
YFL013C	YBL003C
YIR012W	YFR004W
YKR018C	YLR383W
YDL007W	YHR027C
YIR001C	YGR090W
YDL105W	YHR121W
YDR385W	YIL103W
YDR322W	YNL252C
YKR018C	YLR017W
YGR037C	YLL019C
YBR149W	YDR229W
YHR041C	YKL054C
YPL146C	YMR186W
YAL011W	YLR085C
YHR066W	YLR175W
YKL028W	YNL112W
YPL146C	YDR155C
YFR003C	YKL193C
YBR126C	YNL209W
YGL025C	YGL127C
YOR081C	YNL209W
YBR001C	YNL106C
YDL055C	YLR243W
YOL021C	YOR001W
YOL013C	YPL160W
YLR212C	YGL037C
YFR034C	YBL015W
YMR288W	YML049C
YDR147W	YHR087W
YDR054C	YDL215C
YGL227W	YIL017C
YDR174W	YNL308C
YBL002W	YJR114W
YOR189W	YGL150C
YMR224C	YBL044W
YER147C	YAR073W
YLR055C	YDR406W
YBL024W	YDL014W
YHR070W	YBL105C
YML112W	YCR028C-A
YLR033W	YMR091C
YDL060W	YCL059C
YDR168W	YPL240C
YER070W	YDR174W
YIL103W	YGL106W
YDL122W	YDR291W
YML092C	YPR103W
YPR175W	YDL069C
YBR009C	YJL173C
YNL030W	YEL056W
YDR477W	YAL016W
YMR237W	YOR038C
YFR034C	YDR385W
YML056C	YMR186W
YLR330W	YNL014W
YBR060C	YLR185W
YBR133C	YHR121W
YMR228W	YKR036C
YJL033W	YML028W
YLR385C	YBR009C
YBR010W	YMR044W
YGR063C	YGL014W
YGR119C	YFR002W
YGR124W	YJL109C
YNR003C	YNL248C
YNL274C	YER153C
YPL195W	YOL077C
YDL241W	YER110C
YDR280W	YPR010C
YJL033W	YGR204W
YLR002C	YOR243C
YJL047C	YMR230W
YLR355C	YJL034W
YDR207C	YDL014W
YER162C	YDR087C
YJR069C	YBR127C
YDR485C	YNL107W
YLR274W	YPR117W
YGL070C	YIL160C
YFR015C	YLL003W
YDL122W	YBR220C
YPR045C	YOR091W
YEL012W	YNL002C
YDL074C	YBL041W
YGL005C	YNL041C
YIL103W	YKL191W
YML121W	YBR127C
YJR113C	YNL306W
YDL051W	YPL243W
YDR280W	YPR189W
YLR197W	YNL189W
YEL018W	YNL136W
YDR121W	YNL262W
YAR007C	YDL233W
YOR310C	YPL235W
YPL001W	YJR154W
YKR048C	YGL207W
YBR173C	YFL006W
YKL216W	YCR042C
YOR267C	YDR099W
YOL004W	YPL181W
YPR161C	YPR052C
YER063W	YMR308C
YJL109C	YGR167W
YPR161C	YOR113W
YDR299W	YBL003C
YJR014W	YJL001W
YMR309C	YOR361C
YFL013C	YJL138C
YER112W	YDR381W
YOR224C	YOR151C
YDR224C	YGL241W
YDR440W	YGR086C
YJR006W	YDL102W
YDL084W	YBR079C
YKL191W	YDR155C
YDR312W	YOR061W
YKL206C	YGR135W
YGR071C	YJR070C
YNL312W	YKL029C
YDL182W	YLR167W
YML131W	YDL215C
YBL016W	YDR171W
YDL060W	YGL122C
YOR189W	YPL235W
YLR239C	YAL044C
YNL045W	YGL073W
YJR032W	YDR381W
YDL055C	YNL102W
YNL262W	YBR185C
YDR141C	YNL297C
YDR054C	YJL080C
YDR363W-A	YNL102W
YGR128C	YHR196W
YER147C	YHR121W
YJL084C	YJR005W
YBR084W	YOR361C
YGL173C	YKL187C
YOR157C	YFL007W
YGL127C	YNL189W
YBL003C	YGL241W
YGL252C	YOR294W
YLR199C	YML092C
YKL191W	YER001W
YIR003W	YDR099W
YKL210W	YGR204W
YML017W	YBL003C
YPR175W	YDR121W
YAL011W	YBR010W
YDR283C	YNL047C
YGL048C	YHR200W
YNL088W	YBR049C
YOR254C	YLR292C
YMR125W	YKL214C
YDR138W	YML062C
YGL167C	YER131W
YNL136W	YNL107W
YJL109C	YDR174W
YLL034C	YLR150W
YGL127C	YHR058C
YDR490C	YGR086C
YGL175C	YIL095W
YPL226W	YBL038W
YER151C	YJL197W
YIL103W	YLR429W
YKL191W	YJR045C
YJR032W	YMR297W
YDL105W	YDR388W
YDR075W	YDR385W
YBR010W	YMR284W
YER086W	YIL070C
YNL317W	YNL222W
YML011C	YIL062C
YPL153C	YLR347C
YER162C	YKR081C
YDL182W	YBL086C
YMR223W	YPL254W
YGL111W	YNL082W
YNL236W	YPR168W
YNL061W	YBR089W
YBR278W	YKL104C
YOR207C	YPR190C
YHR193C	YNL248C
YDR032C	YLR429W
YOR001W	YLR347C
YEL018W	YDR359C
YBR278W	YOL077C
YPL001W	YER088C
YGL207W	YNL088W
YLR022C	YLR185W
YDL055C	YLR424W
YDL134C	YOR353C
YOL010W	YBR136W
YDR243C	YCR009C
YNL250W	YLR043C
YMR014W	YDL014W
YPL001W	YGL185C
YCR071C	YDR322W
YPL213W	YIR009W
YGL213C	YLR150W
YHR200W	YFR052W
YOR124C	YBR045C
YMR239C	YOR049C
YMR049C	YDL014W
YPL084W	YBR279W
YBL023C	YDR022C
YDL053C	YDL171C
YOR210W	YBR136W
YGL220W	YDR098C
YHR073W	YPR191W
YPR175W	YHR121W
YJR135C	YPL191C
YNL317W	YKL018W
YLR170C	YPL235W
YOR168W	YEL060C
YGR104C	YBL079W
YBL024W	YIL070C
YHR013C	YOR253W
YPL047W	YBR081C
YOL012C	YNR028W
YDR416W	YMR213W
YDR478W	YHR062C
YGL212W	YHR121W
YPL207W	YEL030W
YCR033W	YIL112W
YDR288W	YCL014W
YGL151W	YBL093C
YDR054C	YFL029C
YBR061C	YAR070C
YBR001C	YLR429W
YOR361C	YBR143C
YFR037C	YMR091C
YNR051C	YLR068W
YGR090W	YOR206W
YKL023W	YLR085C
YLR175W	YCL059C
YJL168C	YPL001W
YER164W	YKR081C
YNL134C	YMR104C
YEL037C	YBL023C
YNR047W	YDR138W
YOR061W	YKL088W
YAL011W	YBR231C
YDR190C	YDR334W
YOR116C	YNL039W
YPR161C	YMR109W
YGR198W	YDR449C
YOL068C	YLR150W
YJL115W	YJR140C
YER164W	YOR294W
YPR161C	YGR012W
YNL220W	YOR048C
YLL002W	YAL062W
YNL134C	YML085C
YDL182W	YPR067W
YNL317W	YBL010C
YBL003C	YOR061W
YFR031C	YLR403W
YLR381W	YKR054C
YDL060W	YDL155W
YDR308C	YGL025C
YMR128W	YOR294W
YGL175C	YDR388W
YMR186W	YDL048C
YPR070W	YNL236W
YER162C	YOR294W
YKR048C	YBL103C
YML106W	YDR058C
YDR234W	YPL048W
YNL136W	YGR285C
YJL098W	YDR033W
YMR237W	YDL215C
YLR039C	YOR014W
YAL019W	YDR381W
YIR035C	YLR401C
YIL103W	YEL017W
YKL191W	YDR165W
YPL022W	YBR011C
YJL047C	YOR198C
YNR052C	YDR212W
YHR122W	YIL128W
YER086W	YLR355C
YDR363W-A	YCR014C
YDR001C	YER177W
YBR079C	YBL035C
YHR200W	YCR014C
YHR200W	YLR421C
YOL142W	YBR025C
YML065W	YKR081C
YGL151W	YNL236W
YDR001C	YGL173C
YOR217W	YDR457W
YGR180C	YMR198W
YDL208W	YHR072W-A
YDL060W	YPR169W
YER162C	YJR031C
YFL008W	YOR355W
YNL041C	YER157W
YLR006C	YCR073C
YGL120C	YML105C
YKL112W	YPL244C
YKL216W	YLR113W
YGR103W	YOL103W
YLR418C	YOR061W
YLR069C	YGL068W
YER172C	YER018C
YDL043C	YLR147C
YLR249W	YDR363W-A
YFR037C	YDL015C
YOL087C	YNL209W
YDR496C	YDL014W
YOR374W	YBR017C
YIL126W	YMR091C
YIL103W	YMR083W
YPR112C	YLL005C
YIL079C	YOL115W
YGR264C	YGL245W
YDR365C	YIL069C
YKL108W	YGL245W
YNL104C	YIL070C
YDR457W	YDR041W
YBR060C	YMR025W
YIL035C	YBR138C
YNR054C	YNL132W
YPL047W	YAL062W
YLR418C	YOR039W
YGR135W	YER142C
YGR198W	YLR197W
YGL105W	YDR385W
YGL048C	YIL148W
YNL073W	YIL062C
YDR288W	YOR294W
YHL032C	YPL004C
YHR062C	YNL208W
YOL109W	YOR210W
YLR347C	YNL189W
YKR071C	YHL039W
YDR502C	YER053C
YLR022C	YIL095W
YLR052W	YBR010W
YBR009C	YOL077C
YDR324C	YHR196W
YGL207W	YMR125W
YGL086W	YNR060W
YPL051W	YOR361C
YJR082C	YOR244W
YML056C	YIL104C
YFR040W	YDL047W
YBR103W	YDR087C
YHR111W	YDR388W
YMR288W	YOR159C
YGL244W	YOL145C
YPL181W	YNL097C
YOL139C	YDL014W
YDR363W	YEL026W
YBR193C	YHR058C
YDR054C	YML091C
YDR054C	YMR140W
YAL021C	YLR177W
YJL041W	YNL153C
YDR101C	YEL051W
YAL024C	YHR158C
YDR363W-A	YLR246W
YNL317W	YGL014W
YBR087W	YDR171W
YER086W	YOR257W
YDR054C	YAL060W
YOR209C	YML105C
YGL048C	YER021W
YER091C	YPL128C
YDL019C	YPR055W
YML131W	YER049W
YKL210W	YKL176C
YDR324C	YMR093W
YGR155W	YHR007C
YOR057W	YLR347C
YGR274C	YBL021C
YOR142W	YGL115W
YGL112C	YCL010C
YPL190C	YOL115W
YJL011C	YDR045C
YJR010C-A	YDR033W
YGL048C	YGR232W
YML065W	YDR381W
YDR238C	YBR047W
YGL150C	YGR285C
YBR212W	YIR037W
YGL011C	YBL020W
YPL084W	YDR155C
YDR207C	YLR175W
YGL070C	YPL129W
YNL248C	YNL308C
YCR008W	YCR009C
YMR128W	YPR169W
YHR013C	YOR061W
YKL215C	YNL183C
YEL018W	YLR150W
YDR141C	YGL245W
YDL208W	YMR049C
YGL207W	YOR039W
YAL021C	YDR087C
YLR321C	YPR034W
YDR017C	YMR308C
YKL014C	YGR191W
YJL159W	YML085C
YBR009C	YEL056W
YOR124C	YLR429W
YNL088W	YBL002W
YGR200C	YIL096C
YLR442C	YBL003C
YGL207W	YGL108C
YMR027W	YLR058C
YAL011W	YBL003C
YBR212W	YPL037C
YGR264C	YBR195C
YCL024W	YKR048C
YPL122C	YPR056W
YNL250W	YJL138C
YOR347C	YEL026W
YPR161C	YDR388W
YDL031W	YHR154W
YIL103W	YEL030W
YMR014W	YPL146C
YJL033W	YDR388W
YDR017C	YLR429W
YAL017W	YLR150W
YML058W	YNL310C
YIL008W	YPL055C
YDR138W	YBL003C
YPR169W	YKR081C
YDR398W	YNR051C
YDR172W	YOR171C
YFR010W	YOR124C
YPR161C	YCL054W
YGR056W	YNL307C
YOR319W	YML014W
YPL177C	YML031W
YER148W	YPL011C
YOR144C	YAL029C
YKL160W	YPL216W
YJL109C	YDL153C
YBR194W	YLL036C
YGR233C	YOL001W
YNL073W	YKL007W
YPL048W	YBR029C
YPR175W	YML065W
YGR198W	YOR136W
YGL227W	YMR209C
YLR399C	YGL207W
YJL074C	YPL240C
YDR363W-A	YDL030W
YLR027C	YAL019W
YDR385W	YBR186W
YER164W	YLR432W
YLR410W	YLR196W
YBR060C	YMR072W
YKL012W	YLR147C
YEL037C	YIL148W
YKL142W	YFL054C
YKL004W	YBR079C
YKR027W	YDR388W
YBR010W	YPL001W
YLR384C	YPL086C
YBR011C	YPR080W
YML064C	YJR053W
YOL005C	YPR187W
YOL021C	YDR285W
YCL010C	YDR392W
YMR223W	YGR252W
YDR293C	YPL009C
YKL028W	YGR126W
YDR405W	YNL005C
YKL018W	YKL172W
YER092W	YPL129W
YIL130W	YDR174W
YDR517W	YDL099W
YDR251W	YJL052W
YOL021C	YNR024W
YDR386W	YNL312W
YML010W	YNL201C
YNL045W	YLR330W
YDR283C	YLL005C
YKR048C	YKL101W
YER111C	YPL160W
YPL183C	YJL063C
YDL036C	YAL019W
YDL070W	YDR087C
YGL048C	YHR004C
YNR053C	YLR150W
YJR119C	YIL091C
YBR054W	YDR381W
YJR070C	YBL008W
YJL168C	YOR210W
YLL022C	YDL126C
YBR247C	YNR050C
YCL010C	YBR081C
YOL021C	YOL142W
YML041C	YKR048C
YHR066W	YOR206W
YOR124C	YDR388W
YMR093W	YJR007W
YBR058C	YDL131W
YIL091C	YDL148C
YBL079W	YLR429W
YAL021C	YDR174W
YOR159C	YKL173W
YNL288W	YPR035W
YPL201C	YHR039C-B
YOL077C	YDR087C
YLR423C	YPL166W
YDR365C	YOR007C
YPL240C	YML101C
YBR010W	YBR245C
YOR144C	YNL208W
YGR090W	YDR381W
YNL082W	YLR429W
YDL043C	YDR163W
YKL010C	YFL016C
YOL013C	YOR375C
YBR079C	YAL016W
YOR310C	YOR093C
YNL250W	YHR068W
YER112W	YLR147C
YDR463W	YBR010W
YDL126C	YBR273C
YML046W	YLR147C
YJL109C	YCL054W
YIL148W	YDR388W
YHR089C	YHR093W
YDL017W	YLR429W
YLR180W	YOR257W
YER162C	YGR126W
YGL207W	YJL099W
YNL215W	YPL235W
